index_No,メーカー,シリーズ,車名,限定・専売モデル,品番,発売日,年度(表記無しの対応は0000),単一商品フラグ,正規表現名,フレームサイズ,タイヤサイズ,単一タイヤサイズ,タイヤサイズ詳細,色,正規表現色,メーカー希望小売価格（税抜）,ボルト,アンペア,車両重量,エコ(弱)モード走行距離,標準(オート)モード,強モード,変速,最低適応身長（目安）,幼児2人同時適応身長,サドル高さ（最低）,リヤキャリア,低床フレーム,前輪駆動,登録日
283,ヤマハ,PAS,PAS minä,,,,2018,,/PAS[\\s.]?min[aä]/iu,,26,1,26×1.9HE,シルキーブラック,/シルキーブラック/ius,122000,25.5,12.3,23.7,83,58,48,内装3段式,145,,745,クラス27取付可,,,20181217
284,ヤマハ,PAS,PAS minä,,,,2018,,/PAS[\\s.]?min[aä]/iu,,26,1,26×1.9HE,シルキーブルー,/シルキーブルー/ius,122000,25.5,12.3,23.7,83,58,48,内装3段式,145,,745,クラス27取付可,,,20181217
285,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,パウダーブルー,/パウダーブルー/ius,116000,25.5,12.3,27.8,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
286,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,アースブルー,/アースブルー/ius,116000,25.5,12.3,27.8,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
287,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,レッド,/レッド/ius,116000,25.5,12.3,27.8,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
288,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,マットブラック,/マットブラック/ius,116000,25.5,12.3,27.8,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
289,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,スノーホワイト,/スノーホワイト/ius,116000,25.5,12.3,27.8,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
290,ヤマハ,PAS,PAS Ami,,,20190122,2019,,/PAS.*ami/iu,,26,1,26×1 1/2WO,サクラピンク,/サクラピンク/ius,116000,25.5,12.3,27.8,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
291,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,シアンブルー,/シアンブルー/ius,114000,25.5,12.3,27.7,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
292,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,サクラピンク,/サクラピンク/ius,114000,25.5,12.3,27.7,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
293,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,スノーホワイト,/スノーホワイト/ius,114000,25.5,12.3,27.7,76,54,45,内装3段式,147,,760,クラス27標準装備,,,20181217
294,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,Aレッド,/Aレッド/ius,114000,25.5,12.3,27.7,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
295,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,Sベージュ,/Sベージュ/ius,114000,25.5,12.3,27.7,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
296,ヤマハ,PAS,PAS Ami,,,,2018,,/PAS.*ami/iu,,26,1,26×1 1/2WO,マットネイビー,/マットネイビー/ius,114000,25.5,12.3,27.7,76,54,45,内装3段,147,,760,クラス27標準装備,,,20181217
297,ヤマハ,,PASワゴン,,PA16W,20190621,2019,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,レッド,/レッド/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190306
298,ヤマハ,,PASワゴン,,PA16W,20190621,2019,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,アイボリー,/アイボリー/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190306
299,ヤマハ,,PASワゴン,,PA16W,20190621,2019,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,エスニックブルー,/エスニックブルー/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190306
300,ヤマハ,,PASワゴン,,PA16W,,2018,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,レッド,/レッド/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190103
301,ヤマハ,,PASワゴン,,PA16W,,2018,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,アイボリー,/アイボリー/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190103
302,ヤマハ,,PASワゴン,,PA16W,,2018,,/PAS[\\s・]?ワゴン/ius,,18/16,1,18×1.75HE/16×1.75HE,アースブルー,/アースブルー/ius,195000,25.5,15.4,29.2,77,,60,内装3段,139,,710,,,,20190103
303,ヤマハ,,PAS Fiona,あさひ限定,,20190111,2019,,/pas[\\s・]?Fiona/isu,,26,1,26×1 1/2WO,ターコイズ,/ターコイズ/ius,,25.5,12.3,27.8,76,54,45,内装3段,146,,750,クラス27標準装備,,,20181217
304,ヤマハ,,PAS Fiona,あさひ限定,,20190111,2019,,/pas[\\s・]?Fiona/isu,,26,1,26×1 1/2WO,カラメルブラウン,/カラメルブラウン/ius,,25.5,12.3,27.8,76,54,45,内装3段,146,,750,クラス27標準装備,,,20181217
305,ヤマハ,,PAS Fiona,あさひ限定,,20190111,2019,,/pas[\\s・]?Fiona/isu,,26,1,26×1 1/2WO,ミルキーアイボリー,/ミルキーアイボリー/ius,,25.5,12.3,27.8,76,54,45,内装3段,146,,750,クラス27標準装備,,,20181217
306,ブリヂストン,フロンティア,フロンティアリラクシー,,,,2019,,/フロンティア[\\s・]?リラクシー/ius,,26,1,26×1.95(黒),E.XBKブルーグレー,/E.XBKブルーグレー/ius,129800,36.5,9.9,28,98,71,48,内装3段,141,,750,クラス27標準装備,低床,前輪駆動,20181217
307,ブリヂストン,フロンティア,フロンティアリラクシー,,,,2019,,/フロンティア[\\s・]?リラクシー/ius,,26,1,26×1.95(黒),T.XHアイボリー,/T.XHアイボリー/ius,129800,36.5,9.9,28,98,71,48,内装3段,141,,750,クラス27標準装備,低床,前輪駆動,20181217
308,ブリヂストン,フロンティア,フロンティアリラクシー,,,,2019,,/フロンティア[\\s・]?リラクシー/ius,,26,1,26×2.0(カラー),T.Xダークアッシュ,/T.Xダークアッシュ/ius,132800,36.5,9.9,28.5,98,71,48,内装3段,141,,750,クラス27標準装備,低床,前輪駆動,20181217
309,ブリヂストン,フロンティア,フロンティアリラクシー,,,,2019,,/フロンティア[\\s・]?リラクシー/ius,,26,1,26×2.0(カラー),M.Xソフトカーキ,/M.Xソフトカーキ/ius,132800,36.5,9.9,28.5,98,71,48,内装3段,141,,750,クラス27標準装備,低床,前輪駆動,20181217
310,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,20,,20×1.75,T.Xルビーレッド,/T.Xルビーレッド/ius,117800,36.5,9.9,23.3,77,,49,内装3段,128,,670,標準装備,低床,前輪駆動,20181217
311,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,20,,20×1.75,T.Xサファイヤブルー,/T.Xサファイヤブルー/ius,117800,36.5,9.9,23.3,77,,49,内装3段,128,,670,標準装備,低床,前輪駆動,20181217
312,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,20,,20×1.75,P.Xミスティミント,/P.Xミスティミント/ius,117800,36.5,9.9,23.3,77,,49,内装3段,128,,670,標準装備,低床,前輪駆動,20181217
313,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,20,,20×1.75,P.Xミスティラベンダー,/P.Xミスティラベンダー/ius,117800,36.5,9.9,23.3,77,,49,内装3段,128,,670,標準装備,低床,前輪駆動,20181217
314,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,24,,24×1.75,T.Xルビーレッド,/T.Xルビーレッド/ius,118800,36.5,9.9,24.9,80,,52,内装3段,130,,680,標準装備,低床,前輪駆動,20181217
315,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,24,,24×1.75,T.Xサファイヤブルー,/T.Xサファイヤブルー/ius,118800,36.5,9.9,24.9,80,,52,内装3段,130,,680,標準装備,低床,前輪駆動,20181217
316,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,24,,24×1.75,P.Xミスティミント,/P.Xミスティミント/ius,118800,36.5,9.9,24.9,80,,52,内装3段,130,,680,標準装備,低床,前輪駆動,20181217
317,ブリヂストン,フロンティア,フロンティアラクット,,,,2019,,/フロンティア[\\s・]?ラクット/ius,,24,,24×1.75,P.Xミスティラベンダー,/P.Xミスティラベンダー/ius,118800,36.5,9.9,24.9,80,,52,内装3段,130,,680,標準装備,低床,前輪駆動,20181217
318,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,E.Xノーブルネイビー,/E.Xノーブルネイビー/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
319,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,F.Xカラメルブラウン,/F.Xカラメルブラウン/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
320,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,M.XHスパークルシルバー,/M.XHスパークルシルバー/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
321,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,E.Xクリームアイボリー,/E.Xクリームアイボリー/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
322,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,E.X サニーピンク,/E.X サニーピンク/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
323,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,E.Xグレイッシュミント,/E.Xグレイッシュミント/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
324,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,24,,24×1-1/2,F.Xベルベットローズ,/F.Xベルベットローズ/ius,124800,36.5,9.9,27.4,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190108
325,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,E.Xグレイッシュピンク,/E.Xグレイッシュピンク/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
326,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,E.Xノーブルネイビー,/E.Xノーブルネイビー/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
327,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,F.Xカラメルブラウン,/F.Xカラメルブラウン/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
328,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,M.XHスパークルシルバー,/M.XHスパークルシルバー/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
329,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,E.Xクリームアイボリー,/E.Xクリームアイボリー/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
330,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,E.X サニーピンク,/E.X サニーピンク/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
331,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,E.Xグレイッシュミント,/E.Xグレイッシュミント/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
332,ブリヂストン,フロンティア,フロンティア ロイヤル,,,,2018,,/フロンティア[\\s・]?(ロイヤル)/ius,,26,,26×1-1/2,F.Xベルベットローズ,/F.Xベルベットローズ/ius,124800,36.5,9.9,28.2,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20190109
333,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,M.XHスパークルシルバー,/M.XHスパークルシルバー/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
334,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,F.Xカラメルブラウン,/F.Xカラメルブラウン/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
335,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,F.Xベルベットローズ,/F.Xベルベットローズ/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
336,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xノーブルネイビー,/E.Xノーブルネイビー/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
337,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xクリームアイボリー,/E.Xクリームアイボリー/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
338,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xグレイッシュミント,/E.Xグレイッシュミント/ius,124800,36.5,9.9,27.2,101,77,51,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20181217
339,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,M.XHスパークルシルバー,/M.XHスパークルシルバー/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
340,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,F.Xカラメルブラウン,/F.Xカラメルブラウン/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
341,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,F.Xベルベットローズ,/F.Xベルベットローズ/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
342,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,E.Xノーブルネイビー,/E.Xノーブルネイビー/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
343,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,E.Xクリームアイボリー,/E.Xクリームアイボリー/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
344,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,E.Xグレイッシュミント,/E.Xグレイッシュミント/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
345,ブリヂストン,フロンティア,フロンティア デラックス,,,,2019,,/フロンティア[\\s・]?(デラックス|dx)/ius,,26,,26×1-1/2,E.Xグレイッシュピンク,/E.Xグレイッシュピンク/ius,124800,36.5,9.9,27.9,101,77,51,内装3段,140,,745,クラス27標準装備,低床,前輪駆動,20181217
346,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xノーブルネイビー,/E.Xノーブルネイビー/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
347,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,F.Xカラメルブラウン,/F.Xカラメルブラウン/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
348,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,M.XHスパークルシルバー,/M.XHスパークルシルバー/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
349,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xクリームアイボリー,/E.Xクリームアイボリー/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
350,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.X サニーピンク,/E.X サニーピンク/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
351,ブリヂストン,フロンティア,フロンティア デラックス,,,,2018,,/フロンティア[\\s・]?(デラックス|dx)/ius,,24,,24×1-1/2,E.Xグレイッシュミント,/E.Xグレイッシュミント/ius,119800,36.5,8.1,26.8,83,64,42,内装3段,136,,720,クラス27標準装備,低床,前輪駆動,20190105
